Category,Text	
neutral,"""7859"",""rt : yes, my blood boils at  's maniacal statements on demonetization ."	
neutral,"""7856"",""rt : reddy wedding!  cartoon demonetization reddywedding  11:20:26"",false,na,""801022524280565760"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""southasiatimes"",120,true,false"	
neutral,"""3590"","". mvenkaiahnaidu blames opposition for not allowing parliament to function by creating uproar over demonetization issue."	
neutral,"""3588"",""people and opposition parties are calling it demonetization. however, it is remonetization."",false,0,na,""2016-11-23 07:25:37"",false,na,""801325816781094912"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""gopalinc"",0,false,false"	
neutral,"""3584"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:26:12"",false,na,""801325963883773953"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""prabhunav"",275,true,false"	
neutral,"""3583"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:26:13"",false,na,""801325967683842048"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""bhav2406"",275,true,false"	
neutral,"""3579"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:26:28"",false,na,""801326029700734976"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""shalinderlaroia"",275,true,false"	
neutral,"""7853"",""rt : dy cm   detaiend at parliament street police station as they march to parliament against demonetization"	
neutral,"""3576"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:26:59"",false,na,""801326163209687040"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""heatedhead"",275,true,false"	
neutral,"07:27:58"",false,na,""801326408136085504"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""singhraman09"",0,false,false"	
neutral,"""3571"",""while ppl doing shopping frm debit card since demonetization !!"	
neutral,"""3570"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:27:59"",false,na,""801326413169180674"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""kirankbhat"",275,true,false"	
neutral,"""3567"",""rt : and the oscar goes to """"mr.<u+092d><u+093e><u+0935><u+0941><u+0915>"""" <ed><u+00a0><u+00bd><ed><u+00b8><u+00a9><ed><u+00a0><u+00bd><ed><u+00b8><u+00a5><ed><u+00a0><u+00bd><ed><u+00b8><u+00a2><ed><u+00a0><u+00bd><ed><u+00b8><u+00ad>demonetization  07:28:17"",false,na,""801326487211282433"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""piyusharma01"",954,true,false"	
neutral,"""3565"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:28:25"",false,na,""801326521604538378"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""psoraganvi1"",275,true,false"	
neutral,"""3564"",""google it 'nostradamus prediction about india' believe nastradamus,believe modiji.demonetization"",false,0,na,""2016-11-23 07:28:47"",false,na,""801326614302887936"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""prasathrpk"",0,false,false"	
neutral,"""3562"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:29:16"",false,na,""801326738097799168"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""sampathsarepall"",275,true,false"	
neutral,"demonetizationeffect"",false,0,na,""2016-11-23 07:29:34"",false,na,""801326809618989056"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""adnanramin"",0,false,false"	
neutral,"""3561"",""is india's demonetization abt economics or politics?"	
neutral,"""7852"",""rt : and the oscar goes to """"mr.<u+092d><u+093e><u+0935><u+0941><u+0915>"""" <ed><u+00a0><u+00bd><ed><u+00b8><u+00a9><ed><u+00a0><u+00bd><ed><u+00b8><u+00a5><ed><u+00a0><u+00bd><ed><u+00b8><u+00a2><ed><u+00a0><u+00bd><ed><u+00b8><u+00ad>demonetization  11:21:08"",false,na,""801022699367698432"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""rashmi_moraskar"",954,true,false"	
neutral,"""3559"",""some over-intellectuals r believing that this demonetization scam will benefit ppl ! god pl give them brain !!  07:29:52"",false,na,""801326888518111232"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""sab_subh_hai"",0,false,false"	
neutral,"07:30:19"",false,na,""801326999331631104"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""rav26051"",105,true,false"	
neutral,"""3557"",""rt : watch briefing on demonetization by dea secy  this morning here:"	
neutral,"""3555"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:30:32"",false,na,""801327054209896448"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""ajai_ks"",275,true,false"	
neutral,"""3554"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:31:18"",false,na,""801327249911844864"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""sank_uma"",275,true,false"	
neutral,"demonetization"",false,0,na,""2016-11-23 07:31:19"",false,na,""801327252155801600"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""channelrt"",2,false,false"	
neutral,dea secy	
neutral,"""3553"",""all govt organisations advised to make payments only on digital mode, using online transactions :"	
neutral,"""3549"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:31:40"",false,na,""801327340085198848"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""harshanellore"",275,true,false"	
neutral,"""3547"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:32:30"",false,na,""801327548491857920"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""sapnamodgil"",275,true,false"	
neutral,"""3546"",""rt : and the oscar goes to """"mr.<u+092d><u+093e><u+0935><u+0941><u+0915>"""" <ed><u+00a0><u+00bd><ed><u+00b8><u+00a9><ed><u+00a0><u+00bd><ed><u+00b8><u+00a5><ed><u+00a0><u+00bd><ed><u+00b8><u+00a2><ed><u+00a0><u+00bd><ed><u+00b8><u+00ad>demonetization  07:32:49"",false,na,""801327629160902656"",na,""<a href="""" rel=""""nofollow"""">tweetcaster for android</a>"",""zoooni"",954,true,false"	
neutral,"""3543"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:33:18"",false,na,""801327751999459328"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""sharmayayaati"",275,true,false"	
neutral,"""3542"",""rt : can't say anything about productivity but creativity has increased after demonetization.(2016)  07:33:25"",false,na,""801327782068387840"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""phekateraho"",1158,true,false"	
neutral,"""3541"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:33:35"",false,na,""801327821914308608"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""thisissudeepg"",275,true,false"	
neutral,"""3539"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:33:58"",false,na,""801327918911778816"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""g_j_mehta"",275,true,false"	
neutral,"""3538"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:34:22"",false,na,""801328019277287424"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""itsmeadii1221"",275,true,false"	
neutral,"""3537"",""rt :  demonetization followed by vyapam mother of all scams.."",false,0,na,""2016-11-23 07:34:25"",false,na,""801328032334147584"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""ayyappanramasam"",2,true,false"	
neutral,"""3533"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:35:27"",false,na,""801328292116762624"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""sharadoff"",275,true,false"	
neutral,"while the entire nation is debating about the after effects of 'demonetization', our founder...  07:36:46"",false,na,""801328622233653248"",na,""<a href="""" rel=""""nofollow"""">facebook</a>"",""mayfair_housing"",0,false,false"	
neutral,"""3531"",""righttimetoinvest"	
neutral,"""3528"",""rt : ratantata supports pm narendra modi for demonetization  07:38:04"",false,na,""801328951725527040"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""chotivalebaba"",47,true,false"	
neutral,"""3526"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:38:34"",false,na,""801329076707491841"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""56perumal"",275,true,false"	
neutral,"""3525"",""inputs in  on the recent events. demonetization  investments equity   via "",false,1,na,""2016-11-23 07:38:34"",false,na,""801329077252714496"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""amitsuricfp"",0,false,false"	
neutral,"""3524"",""advantages of demonetization in india - explain demonetisationbenefits in telugu."	
neutral,"""3522"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:38:51"",false,na,""801329146387435520"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""pkgupta_"",275,true,false"	
neutral,"""3521"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:39:00"",false,na,""801329186963148800"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""kainpradeep"",275,true,false"	
neutral,"""3516"",""demonetization - some thoughts - 2 weeks over after that 8.00 pm speech. lines hv reduced at banks for exchange. atms hv started giving 2k"",false,41,na,""2016-11-23 07:39:25"",false,na,""801329292017893376"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""centerofright"",36,false,false"	
neutral,here i compare the demonetization done in 1977-78 with the present one in the liquidity point of view	
neutral,"""3515"",""rt : 4th thread"	
neutral,"""3510"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:40:04"",false,na,""801329453142052864"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""iamajeeth1"",275,true,false"	
neutral,"""3509"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:40:27"",false,na,""801329551322320896"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""kooldudz"",275,true,false"	
neutral,"""3503"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:40:43"",false,na,""801329615801294848"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""venugopalgv"",275,true,false"	
neutral,"""3501"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:40:53"",false,na,""801329659317223424"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""grajguru"",275,true,false"	
neutral,"""3500"",""rt : ratantata supports pm narendra modi for demonetization  07:40:53"",false,na,""801329660097400832"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""hindurajyam"",47,true,false"	
neutral,"""3497"",""ah!... the congress a() &amp; b() teams are united in calling demonetization a scam. <ed><u+00a0><u+00bd><ed><u+00b8><u+008f>  07:41:14"",false,na,""801329746391011328"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""supersam5"",0,false,false"	
neutral,"""3483"",""rt : ratantata supports pm narendra modi for demonetization  07:43:22"",false,na,""801330284763484160"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""ashishkarandik1"",47,true,false"	
neutral,"""3480"",""rt : ratantata supports pm narendra modi for demonetization  07:43:33"",false,na,""801330328887590912"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""kushaltanna991"",47,true,false"	
neutral,"""3478"",""after facing restriction on cod , which payment option you are using now?"	
neutral,"""3475"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:43:55"",false,na,""801330423682961409"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""gyan431"",275,true,false"	
neutral,"""3472"",""rt : ratantata supports pm narendra modi for demonetization  07:44:09"",false,na,""801330483149832192"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""deepakbaluni"",47,true,false"	
neutral,"""3467"",""rt : ratantata supports pm narendra modi for demonetization  07:45:01"",false,na,""801330699404017665"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""shailendra1212"",47,true,false"	
neutral,"""3466"",""rt : and the oscar goes to """"mr.<u+092d><u+093e><u+0935><u+0941><u+0915>"""" <ed><u+00a0><u+00bd><ed><u+00b8><u+00a9><ed><u+00a0><u+00bd><ed><u+00b8><u+00a5><ed><u+00a0><u+00bd><ed><u+00b8><u+00a2><ed><u+00a0><u+00bd><ed><u+00b8><u+00ad>demonetization  07:45:03"",false,na,""801330706983112705"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""sarfaraz15886"",954,true,false"	
neutral,"""3464"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:45:16"",false,na,""801330761911730177"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""76cffefa5a1c4e2"",275,true,false"	
neutral,"insights"",false,0,na,""2016-11-23 07:45:16"",false,na,""801330762142334976"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""hindurajyam"",44,true,false"	
neutral,thank you prime minister	
neutral,"""7289"",""rt : but modi &amp; chamchas told terrorism wiped off after demonetization  12:56:23"",false,na,""801046669676511232"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""malaykumargiri"",44,true,false"	
neutral,"""3463"",""rt : demonetization  taught me minimalism ."	
neutral,"insights"",false,0,na,""2016-11-23 07:45:43"",false,na,""801330878052003840"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""monk_razr"",44,true,false"	
neutral,thank you prime minister	
neutral,"""7288"",""rt : and the oscar goes to """"mr.<u+092d><u+093e><u+0935><u+0941><u+0915>"""" <ed><u+00a0><u+00bd><ed><u+00b8><u+00a9><ed><u+00a0><u+00bd><ed><u+00b8><u+00a5><ed><u+00a0><u+00bd><ed><u+00b8><u+00a2><ed><u+00a0><u+00bd><ed><u+00b8><u+00ad>demonetization  12:56:24"",false,na,""801046673237549056"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""viv333"",954,true,false"	
neutral,"""3461"",""rt : demonetization  taught me minimalism ."	
neutral,"insights"",false,0,na,""2016-11-23 07:45:46"",false,na,""801330886490857472"",na,""<a href="""" rel=""""nofollow"""">twitter for windows phone</a>"",""mrsrivastava02"",44,true,false"	
neutral,thank you prime minister	
neutral,"""7286"",""rt : and the oscar goes to """"mr.<u+092d><u+093e><u+0935><u+0941><u+0915>"""" <ed><u+00a0><u+00bd><ed><u+00b8><u+00a9><ed><u+00a0><u+00bd><ed><u+00b8><u+00a5><ed><u+00a0><u+00bd><ed><u+00b8><u+00a2><ed><u+00a0><u+00bd><ed><u+00b8><u+00ad>demonetization  12:56:39"",false,na,""801046737381040128"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""prativkumar"",954,true,false"	
neutral,"""3460"",""rt : demonetization  taught me minimalism ."	
neutral,"insights"",false,0,na,""2016-11-23 07:45:47"",false,na,""801330893147279360"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""goyalsanjeev"",44,true,false"	
neutral,thank you prime minister	
neutral,"<ed><u+00a0><u+00be><ed><u+00b4><u+0092><ed><u+00a0><u+00bd><ed><u+00b8><u+0082><ed><u+00a0><u+00bd><ed><u+00b8><u+009c>  12:57:01"",false,na,""801046827676135424"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""itwasnotme321"",30,true,false"	
neutral,"""3458"",""rt : demonetization  taught me minimalism ."	
neutral,"""3455"",""rt : and the oscar goes to """"mr.<u+092d><u+093e><u+0935><u+0941><u+0915>"""" <ed><u+00a0><u+00bd><ed><u+00b8><u+00a9><ed><u+00a0><u+00bd><ed><u+00b8><u+00a5><ed><u+00a0><u+00bd><ed><u+00b8><u+00a2><ed><u+00a0><u+00bd><ed><u+00b8><u+00ad>demonetization  07:46:00"",false,na,""801330945831923713"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""sandeepdahiya52"",954,true,false"	
neutral,"insights"",false,0,na,""2016-11-23 07:46:20"",false,na,""801331032066850816"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""mrkotians"",44,true,false"	
neutral,thank you prime minister	
neutral,*get me a jio sim	
neutral,"""3454"",""rt : demonetization  taught me minimalism ."	
neutral,"07:46:50"",false,na,""801331156033617920"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""vermavibhor0071"",0,false,false"	
neutral,"""3449"",""online wallets expanding their bases... demonetization digital_india"	
neutral,"""3446"",""central team visits telangana to assess situation in context of demonetization."",false,10,na,""2016-11-23 07:46:58"",false,na,""801331188682125312"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""airnewsalerts"",4,false,false"	
neutral,"07:46:58"",false,na,""801331191953715204"",na,""<a href="""" rel=""""nofollow"""">hootsuite</a>"",""thehansindiaweb"",0,false,false"	
neutral,"""3445"",""rahulgandhi: even  was unaware of demonetization"	
neutral,"""3437"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:48:02"",false,na,""801331460930174976"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""gopikiran198"",275,true,false"	
neutral,"insights"",false,0,na,""2016-11-23 07:48:03"",false,na,""801331462255640577"",na,""<a href="""" rel=""""nofollow"""">twitter for blackberry</a>"",""sreelaw"",44,true,false"	
neutral,thank you prime minister	
neutral,*download paytm	
neutral,"""3436"",""rt : demonetization  taught me minimalism ."	
neutral,"""7285"",""rt : . when hitler got to know about demonetization"	
neutral,"insights"",false,0,na,""2016-11-23 07:48:09"",false,na,""801331486649647104"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""abhishek210001"",44,true,false"	
neutral,thank you prime minister	
neutral,"""7284"",""rt : but modi &amp; chamchas told terrorism wiped off after demonetization  12:58:00"",false,na,""801047077556015104"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""skneel1"",44,true,false"	
neutral,"""3433"",""rt : demonetization  taught me minimalism ."	
neutral,"""7283"",""rt : demonetization bulletin"	
neutral,"insights"",false,0,na,""2016-11-23 07:48:25"",false,na,""801331555868311552"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""nikshah72"",44,true,false"	
neutral,thank you prime minister	
neutral,"""7280"",""rt : the modi government did not do any homework or ground work before its demonetization declaration."",false,0,na,""2016-11-22 12:58:40"",false,na,""801047245818691584"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""cybercongress"",97,true,false"	
neutral,"""3429"",""rt : demonetization  taught me minimalism ."	
neutral,"""7851"",""rt : and the oscar goes to """"mr.<u+092d><u+093e><u+0935><u+0941><u+0915>"""" <ed><u+00a0><u+00bd><ed><u+00b8><u+00a9><ed><u+00a0><u+00bd><ed><u+00b8><u+00a5><ed><u+00a0><u+00bd><ed><u+00b8><u+00a2><ed><u+00a0><u+00bd><ed><u+00b8><u+00ad>demonetization  11:21:14"",false,na,""801022722658615296"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""6c20cdd298174c7"",954,true,false"	
neutral,"""7951"",""rt : congress mlc c.ramachandraiah slams 3dbabu on demonetization"	
neutral,"<ed><u+00a0><u+00bd><ed><u+00b7><u+00b3><ed><u+00a0><u+00bd><ed><u+00b7><u+00b3><ed><u+00a0><u+00bd><ed><u+00b7><u+00b3><ed><u+00a0><u+00bd><ed><u+00b1><u+0087><ed><u+00a0><u+00bc><ed><u+00bf><u+00bc>vote<ed><u+00a0><u+00bd><ed><u+00b1><u+0087><ed><u+00a0><u+00bc><ed><u+00bf><u+00bc>here<ed><u+00a0><u+00bd><ed><u+00b9><u+008f><ed><u+00a0><u+00bd><ed><u+00b7><u+00b3><ed><u+00a0><u+00bd><ed><u+00b7><u+00b3><ed><u+00a0><u+00bd><ed><u+00b7><u+00b3>  07:49:09"",false,na,""801331740015001600"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""myvotetoday"",1,false,false"	
neutral,.	
neutral,"""3423"",""netascashin demonetization 19pakisgotohoors indiakadil nomoreitalymafia syl"	
neutral,"""7275"",""rt : demonetization succinctly explained by rebel politik."	
neutral,"""3417"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:49:57"",false,na,""801331942285340673"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""samrendrasingh"",275,true,false"	
neutral,"""7850"",""chinar &amp; mahesh  via"	
neutral,"""3407"",""central team visits telangana to assess situation in context of demonetization."	
neutral,"""3406"",""rt : and the oscar goes to """"mr.<u+092d><u+093e><u+0935><u+0941><u+0915>"""" <ed><u+00a0><u+00bd><ed><u+00b8><u+00a9><ed><u+00a0><u+00bd><ed><u+00b8><u+00a5><ed><u+00a0><u+00bd><ed><u+00b8><u+00a2><ed><u+00a0><u+00bd><ed><u+00b8><u+00ad>demonetization  07:50:45"",false,na,""801332143871946752"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""drranjanasachan"",954,true,false"	
neutral,"""7270"",""rt : aliens have take charge of india despite unpopular demonetization, people are rooting for ."",false,0,na,""2016-11-22 13:00:33"",false,na,""801047718906896384"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""sbalyan"",3,true,false"	
neutral,"""3403"",""rt : ratantata supports pm narendra modi for demonetization  07:50:55"",false,na,""801332186599268353"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""hamsadwani23"",47,true,false"	
neutral,"""3402"",""demonetization - boon in disguise for realtors  07:51:02"",false,na,""801332212998295552"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""wishempire"",1,false,false"	
neutral,"""3399"",""rt : demonetization bulletin"	
neutral,"""7268"",""let bank deposit enough of money in atms insisted of cashless or not working currencyban demonetization  "",false,0,na,""2016-11-22 13:00:58"",false,na,""801047823739297793"",na,""<a href="""" rel=""""nofollow"""">tweetdeck</a>"",""_deepika_n"",0,false,false"	
neutral,80% not inconvenienced	
neutral,"""3396"",""central team visits telangana to assess situation in context of demonetization"",false,0,na,""2016-11-23 07:51:50"",false,na,""801332416887590913"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""dynamitenews_"",0,false,false"	
neutral,"11:23:00"",false,na,""801023169465192448"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""abhigyanbafna"",29,true,false"	
neutral,digitalindia	
neutral,"""3392"",""rt : transformational demonetization brings out entrepreneural abilities to fore<ed><u+00a0><u+00bd><ed><u+00b1><u+0087>"	
neutral,"<ed><u+00a0><u+00bd><ed><u+00b8><u+0082><ed><u+00a0><u+00bd><ed><u+00b8><u+0082><ed><u+00a0><u+00bd><ed><u+00b8><u+0082>  13:01:24"",false,na,""801047933214855169"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""kskiyer"",118,true,false"	
neutral,"""3388"",""rbi issued guidelines for 2.5 lakh withdrawal  kashmirtelegraph latestnews banks demonetization kyc"",false,0,na,""2016-11-23 07:53:26"",false,na,""801332819876311040"",na,""<a href="""" rel=""""nofollow"""">google</a>"",""kashmirnews_kt"",0,false,false"	
neutral,they have no money to celebrate his birthday!!	
neutral,"insights"",false,0,na,""2016-11-23 07:53:38"",false,na,""801332868836429824"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""ibhagwa_n"",44,true,false"	
neutral,thank you prime minister	
neutral,"""3386"",""rt : demonetization  taught me minimalism ."	
neutral,"""7844"",""rt : yes, my blood boils at  's maniacal statements on demonetization ."	
neutral,80% not inconvenienced	
neutral,"""3384"",""rt : ratantata supports pm narendra modi for demonetization  07:53:59"",false,na,""801332955775897600"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""nanduvaru"",47,true,false"	
neutral,"""3382"",""rt : ratantata supports pm narendra modi for demonetization  07:54:19"",false,na,""801333038261145600"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""ibhagwa_n"",47,true,false"	
neutral,"""3381"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:54:21"",false,na,""801333049552207873"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""ibhagwa_n"",275,true,false"	
neutral,"""7264"",""whenever i look at the demonetization survey, i think of my research methodology professor giving me a 0 if i used such leading questions."",false,11,na,""2016-11-22 13:01:25"",false,na,""801047935760748546"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""pedestrianpoet"",3,false,false"	
neutral,80% not inconvenienced	
neutral,"""3377"",""rt : demonetization christian miracle.  07:55:02"",false,na,""801333218779742208"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""wavehit"",1,true,false"	
neutral,"""3375"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:55:13"",false,na,""801333265709826048"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""agoel67"",275,true,false"	
neutral,"""7262"",""rt : demonetization move has dealt a body blow to the nefarious designs of pakistan-separatist nexus."	
neutral,"atm demonetization...  13:01:41"",false,na,""801048005034053634"",na,""<a href="""" rel=""""nofollow"""">facebook</a>"",""sivaditya"",0,false,false"	
neutral,80% not inconvenienced	
neutral,"""3363"",""rt : ratantata supports pm narendra modi for demonetization  07:55:48"",false,na,""801333412703379458"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""agoel67"",47,true,false"	
neutral,"""7259"","" rally against demonetization !"	
neutral,"""3356"",""rt : ratantata supports pm narendra modi for demonetization  07:56:18"",false,na,""801333538620579840"",na,""<a href="""" rel=""""nofollow"""">twitter for blackberry</a>"",""provanjan999"",47,true,false"	
neutral,"""3355"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:56:35"",false,na,""801333612276813824"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""manoj_mafiosi"",275,true,false"	
neutral,"""3354"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:56:59"",false,na,""801333710339657730"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""iamiteshh"",275,true,false"	
neutral,"07:57:05"",false,na,""801333736935723008"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""neepcoindia"",105,true,false"	
neutral,"""3353"",""rt : watch briefing on demonetization by dea secy  this morning here:"	
neutral,"""3352"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:57:20"",false,na,""801333798013169670"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""clkadel"",275,true,false"	
neutral,"""7254"",""i took part in the survey on  app &amp; shared my opinion on demonetization. you can also do it now!  13:02:08"",false,na,""801048118720491520"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""savitri4ever"",1,false,false"	
neutral,"""3349"",""rt : ratantata supports pm narendra modi for demonetization  07:57:35"",false,na,""801333862429323265"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""iamintimacy"",47,true,false"	
neutral,"""3347"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:57:59"",false,na,""801333963155447808"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""vinay9466"",275,true,false"	
neutral,"""3341"",""rt : central team visits telangana to assess situation in context of demonetization."",false,0,na,""2016-11-23 07:58:40"",false,na,""801334135080022019"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""ketultheking786"",4,true,false"	
neutral,"""3340"","" forget kashmir a min. watchmen of this tl - c-voter pulse poll on demonetization fyr"	
neutral,"""7843"",""rt : what do think of the demonetisation of notes? demonetization poll rbi modi"",false,0,na,""2016-11-22 11:23:02"",false,na,""801023176515821570"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""amitoa2"",526,true,false"	
neutral,"""3337"",""rt : demonetization - folks who used to do big ticket purchases like bikes, cars using cash have vanished away"",false,0,na,""2016-11-23 07:59:13"",false,na,""801334273265532928"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""chweeneytodd"",19,true,false"	
